PID,RegistrationID,AssessmentName,InstrumentID,InstrumentName,ItemID,Response,Score,TScore,TScoreStandardError,Theta,ThetaStandardError,Position,ResponseTime,DateCreated,NumberFormatting
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh9,1,1,,,,,11,0.735,2023-02-09T18:18:45-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh10,2,2,,,,,12,0.460,2023-02-09T18:18:46-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh11,3,5,,,,,13,0.518,2023-02-09T18:18:47-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh12,4,4,,,,,14,0.510,2023-02-09T18:18:47-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh13,5,5,,,,,15,0.451,2023-02-09T18:18:48-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh14,6,6,,,,,16,0.401,2023-02-09T18:18:48-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh15,7,7,,,,,17,0.410,2023-02-09T18:18:49-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh16,-2,,,,,,18,0.394,2023-02-09T18:18:49-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh17,1,1,,,,,19,0.643,2023-02-09T18:18:50-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh18,2,2,,,,,20,0.426,2023-02-09T18:18:51-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh19,3,3,,,,,21,0.401,2023-02-09T18:18:51-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh20,4,4,,,,,22,0.593,2023-02-09T18:18:52-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh21,5,5,,,,,23,0.419,2023-02-09T18:18:53-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh22,6,6,,,,,24,0.435,2023-02-09T18:18:53-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh23,7,7,,,,,25,0.485,2023-02-09T18:18:54-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh24,-2,,,,,,26,0.476,2023-02-09T18:18:54-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh25,1,1,,,,,27,7.779,2023-02-09T18:19:19-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh26,2,2,,,,,28,0.435,2023-02-09T18:19:19-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh27,3,3,,,,,29,0.435,2023-02-09T18:19:20-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh28,4,4,,,,,30,0.543,2023-02-09T18:19:20-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh29,5,5,,,,,31,0.526,2023-02-09T18:19:21-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh30,6,6,,,,,32,0.410,2023-02-09T18:19:22-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh31,7,7,,,,,33,0.427,2023-02-09T18:19:22-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh32,-2,,,,,,34,0.368,2023-02-09T18:19:23-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh33,1,1,,,,,35,0.635,2023-02-09T18:19:23-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh34,2,2,,,,,36,0.410,2023-02-09T18:19:24-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh35,3,3,,,,,37,0.518,2023-02-09T18:19:24-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh36,4,4,,,,,38,0.476,2023-02-09T18:19:25-0600,xxxx.x
NBT_PROMIS_12m,0F8FDF3A-C344-4337-9CD9-56D4D9D90695,ICBQ-VSF,7F416CEC-94CE-4271-A725-D39C7748AAA5,Infant Behavior Questionnaire - Revised - Very Short Form,SelfReg_ibqrvsh37,5,5,,,,,39,0.476,2023-02-09T18:19:26-0600,xxxx.x
